编号	身份证号	姓名	性别	邮政编号	户口	婚姻状况	年收入	贫困原因	脱贫时间
186352	504038381000425426	滕队巴	女	278218	纸盖路娜史社区75号		3003	因学	2014-05-20
791019	319045898511473205	卫智分	女	843046	养顶路孤八社区66号	未婚	2562	因病	2016-01-21
983441	209825572556612154	马妙些		130977	室雄路洗妇社区23号		2722	缺技术	2017-11-19
937259	385288927783395406	何遇默		677699	存靠路恶赛社区93号	已婚	2991	因灾	2016-06-22
321242	622035013178553843	成支精		620403	纳秋路妹跑社区73号	未婚	2922	缺资金	2014-01-22
138303	253589659374880086	昌云仍		112583	图免路恩笔社区79号	未婚	2688	因病	2019-11-25
273503	562662490216927945	杨哥授		838439	养忆路休响社区1号	未婚	3948	因病	2015-01-28
850578	676202097480054743	雷套罪	男	519310	句杰路良刚社区49号		2742	因灾	2018-09-02
363063	301799912941263449	禹和毫	女	251011	料副路缺富社区11号	已婚	3559	因残	2017-12-31
266145	810890699769010432	时处引	男	600632	怀善路暗哪社区15号	离婚	2883	因病	2019-11-20
680338	526903191748691082	戚夜久	男	427668	破暗路夏纪社区28号	已婚	4397	因残	2016-11-30
760743	333761685205474096	周批量		593705	沉伴路势细社区40号	离婚	3311	交通条件落后	2019-05-29
923695	793986823042824551	蒋官属	男	351434	刚奶路盖显社区32号	丧偶	3694	自身发展动力不足	2017-05-22
441699	578078650804300156	魏获陈		155218	倒孤路投皮社区56号	未婚	4162	缺技术	2014-10-28
235992	340246528508528006	周枪围	女	782212	室翻路欧设社区6号	已婚	3949	缺劳动力	2014-02-10
840624	538349774513062819	谈秋里	男	811996	价守路餐程社区20号	丧偶	3800	缺土地	2015-05-13
382861	546894336312896294	傅间宣		590290	座划路副注社区94号	未婚	3430	缺技术	2017-08-23
851204	201306260961251232	安主会		345999	京云路醒治社区51号	未婚	3578	缺土地	2016-12-23
935024	687964195816106368	鲍称轻		317448	笔善路药治社区76号	未婚	4027	交通条件落后	2014-01-23
786120	734316022365543089	尹突翻	女	313145	游药路环默社区61号	已婚	3756	自身发展动力不足	2016-12-11
206869	487114021062653128	章值护		227500	娘阵路拥注社区94号		3639	交通条件落后	2014-10-11
948528	377076183265207440	魏杂恩	男	749568	停守路架纸社区74号	已婚	3556	缺水	2017-04-04
736793	729278629616452857	孟口于	男	723069	阿判路听般社区60号	未婚	2783	缺水	2016-02-22
600646	590694391913964868	何客并	女	136417	考健路药究社区65号	丧偶	2077	因灾	2019-05-27
460770	267076884638312010	施试爱	男	757105	线药路忆号社区41号		2725	自身发展动力不足	2015-05-10
264510	750299291236013394	屈期模		625509	印压路奶料社区98号	丧偶	3122	缺水	2017-03-12
823436	135713422353958615	华银设		699323	列秋路雷甚社区20号		3245	缺资金	2018-05-09
699254	578607787213980113	马博定		582213	调罪路懂号社区94号	未婚	4092	交通条件落后	2016-10-07
435666	587729558079738096	张授银	女	372069	务修路餐校社区68号	离婚	3122	缺劳动力	2015-07-15
281696	594926806885707701	时志范	女	598620	务博路环际社区82号		2616	因残	2014-08-13
435558	441273459368386751	项蒙短	女	277280	温塞路守复社区21号	离婚	4211	因灾	2017-12-05
676971	510820522566753927	钱女面		618950	刚牌路弹血社区66号	未婚	2505	缺土地	2018-02-20
825987	458401408402191484	贺笑无	男	335959	钟模路退错社区48号	未婚	3775	自身发展动力不足	2019-03-16
987306	152351051855761255	郝节激		382394	亮降路毫线社区56号	离婚	2250	缺技术	2014-04-28
338212	377544564533404669	陶要马		751663	价塞路浪图社区12号	离婚	3385	缺水	2019-05-05
896851	336068754582578411	谈比成		211405	据技路岛纸社区95号		3763	自身发展动力不足	2016-07-29
331479	341408568425993524	施悲态	女	162229	幸词路珍备社区58号	离婚	2015	因灾	2018-02-16
994779	525314257153220931	滕级与		568221	钟架路伊沉社区54号	丧偶	2864	因病	2017-05-19
419717	188255274874238584	成改玛	男	694926	般江路摇改社区64号	离婚	3624	缺土地	2015-03-02
477283	323640653777035201	姚伴改		348580	怕洗路归印社区5号	离婚	2496	缺资金	2019-08-26
681495	302396541728542962	屈默枪	女	526702	歌桌路采须社区41号		4291	缺技术	2019-10-03
310115	453414560132164964	伍物道	女	122046	永鸟路敢般社区93号	离婚	2062	缺土地	2014-01-31
202812	479282084718201137	潘降够		164723	须批路修脑社区97号	未婚	4395	缺土地	2017-08-09
653177	296010533735754015	乐且族	男	440548	酒降路禁礼社区34号	丧偶	4461	缺技术	2014-08-02
192858	176189495637729726	齐精究		587915	列府路优举社区66号		3399	自身发展动力不足	2014-03-06
218076	691788142785643917	唐九去	男	507939	仍散路短食社区70号	离婚	3516	缺资金	2015-06-10
940690	772075367349613216	范电遗		347435	哪博路规谁社区96号	离婚	3816	因病	2014-06-12
836025	372249979469114548	褚雪宝		596499	脑亡路杰念社区20号	已婚	3685	因学	2019-10-14
496918	437810718148624981	毕恐级	男	169416	费村路松料社区77号	未婚	3286	自身发展动力不足	2017-11-14
600997	413257091987215445	方临仅	男	822780	千项路项存社区88号		2566	缺水	2017-05-25
847570	270316703166227411	成房双		793730	验伊路派务社区73号	丧偶	3422	缺水	2018-07-18
723747	438141463643746025	萧街根	男	336728	易恋路呀温社区79号	离婚	2441	缺劳动力	2015-10-10
513681	225310559682377027	冯刻吗	男	255508	八散路休卡社区66号	未婚	2749	因学	2017-12-01
547165	150911532546769562	李质酒		729049	底鲜路划虽社区27号		2834	因病	2018-10-07
371203	599256485620952913	张型最		479099	妇村路优痛社区17号	丧偶	2146	因灾	2014-08-12
710233	293102818117873257	蒋乱架	男	563384	线药路听际社区59号	离婚	2961	缺技术	2017-09-10
666631	376300148251926137	常则衣		509540	印归路批息社区97号	未婚	2374	交通条件落后	2019-01-01
953372	295433549004948040	费利秋	男	519499	苏散路项功社区42号	已婚	4230	因学	2015-12-10
946780	743442128102661176	蒋令梦	女	693180	沉采路雄谁社区28号	未婚	3228	缺水	2014-12-26
708203	486480334211930691	计甚对		176068	单旧路枪注社区31号	离婚	2310	因灾	2019-05-28
379394	278198482391441644	金哭造		779562	联课路超仍社区16号	丧偶	3328	因病	2019-06-26
528276	272035032172522157	俞啊加	女	433125	富鞋路授众社区13号	已婚	3306	缺水	2015-07-04
887771	641166900477424846	魏救章	男	143504	灵既路架娘社区55号		3733	交通条件落后	2015-09-20
384977	506343822841771837	孙财换		124683	史武路油务社区95号		3567	自身发展动力不足	2018-01-05
712042	597076075281015430	曹落妇		544829	诗探路夏八社区70号		3955	缺土地	2019-08-18
666251	358485177093429113	常角都	女	235626	脑雷路珍待社区95号	未婚	2719	因灾	2015-09-09
564803	789547795523764533	潘肉胡		223119	游供路鞋注社区36号	已婚	3000	缺水	2019-11-19
543852	796287268561095117	孔联走	男	179956	跑伙路毕停社区81号		3841	因学	2015-01-21
732483	486043997169558683	姚巴步	男	100214	细超路营歌社区90号		2434	缺技术	2019-06-01
879206	445856942206529695	卜推创		183673	脚划路坦广社区46号	未婚	3523	交通条件落后	2014-05-05
423941	663727254877658843	鲁查否		372506	致毕路退八社区38号		2508	交通条件落后	2019-07-20
739415	542900517393702549	臧面跟	女	146182	底勒路修具社区59号	未婚	3954	因残	2018-03-12
887637	661721505530037307	葛春冰	女	328753	怕牌路采游社区5号		3485	因病	2019-04-29
695544	519355189328708955	和汽现		367132	妇秋路超据社区38号	未婚	4199	因病	2018-11-20
240310	499921673223222419	廉用用	男	558688	脚忆路靠议社区69号	丧偶	2377	缺资金	2014-06-27
463452	730451206374115099	唐乡切	女	804339	纳九路翻细社区1号	离婚	2872	缺土地	2017-10-16
537876	625191653130390598	安床富		323081	脑忽路宫亮社区98号	已婚	2430	缺土地	2016-06-19
549579	230484086177726682	云哭让	男	663828	假卫路退兰社区99号		2545	缺劳动力	2018-08-01
678438	215072514868365396	罗伊体		816202	致临路套程社区33号	未婚	4233	缺土地	2019-03-14
806813	674952964907628766	伏森呢		123528	卡适路药底社区95号		2482	因学	2017-01-16
150917	563784052534089463	许育洗	男	184004	钟松路枪停社区76号	离婚	4021	因灾	2015-06-17
306198	667068381339964221	蒋江某		252941	究旧路判举社区75号	已婚	3841	缺水	2017-11-17
165594	710681741455818736	黄严存	男	121257	底冰路短程社区83号	已婚	3657	交通条件落后	2016-02-04
263912	430013555079400594	雷院别	女	155039	穿供路桌娘社区83号		2892	缺劳动力	2017-05-20
123890	723384419317661924	姚奖投		459674	阳雷路乡义社区61号	丧偶	2183	因残	2016-12-02
558402	156016458664598228	岑山双		717097	食森路洗礼社区47号		2438	因病	2018-01-29
222751	234414280793113230	李队证		631169	注玛路戏初社区79号	未婚	3321	自身发展动力不足	2019-12-12
400963	631652687914300546	褚办跟		306462	程窗路乡联社区95号	离婚	4198	缺水	2015-05-18
701565	173550968813529922	俞下围		507604	号投路副居社区56号	离婚	2079	交通条件落后	2014-05-19
679296	588598305423958609	郑处众		608608	哪词路束治社区45号		4038	因病	2019-11-10
790548	711020788843208650	柳须还		181451	句宫路塞具社区33号	已婚	2306	缺劳动力	2015-05-09
531189	212438488658154318	祝怕许		440803	纪迷路岛句社区70号	已婚	2848	交通条件落后	2014-03-22
147157	184036999715154273	张主席		542433	纳归路善料社区32号	已婚	3442	缺劳动力	2017-05-17
262208	723159303205289039	梁哥床	男	445602	哪祖路短费社区98号	丧偶	4265	缺劳动力	2017-09-12
887175	110897202082834093	马败丝		609307	怕伙路府务社区95号	离婚	3896	自身发展动力不足	2017-06-26
955999	506335409185694265	彭影贵	男	679881	苏财路窗持社区55号		2441	因残	2015-05-16
557450	111718767222495807	贝干打		786698	苏亡路毫歌社区21号	离婚	3336	因学	2019-07-20
297872	318445741226940970	常多玩	女	166919	游塞路差存社区87号		2391	交通条件落后	2019-03-16
146334	281723347567056213	滕朋和		317446	错败路拥广社区38号		2742	缺水	2018-08-17
449842	717251731241918844	杨会哥		672167	持席路预议社区87号	未婚	2760	缺土地	2015-02-06
392318	125243492636810965	邵连战		209982	假岛路府确社区25号		3963	因病	2018-11-02
853202	700869085096908211	顾啊伯		820153	妇枪路雄仍社区37号	离婚	2121	因灾	2016-08-03
359833	475121279951153025	苗职府		420662	仍降路营列社区93号	已婚	3306	缺劳动力	2018-06-22
970999	117949038770341080	常从视		383424	除盖路担黄社区51号	未婚	3801	交通条件落后	2019-02-23
715524	360885184860123459	唐恶阵		150123	温秋路亡显社区1号	未婚	4351	因病	2014-09-15
267390	344248499486514489	廉今赛	女	760889	千降路套列社区15号	已婚	2445	缺土地	2019-10-25
464903	439513293767592249	郎门光		178781	纸顶路守易社区9号	丧偶	2888	自身发展动力不足	2016-02-02
916007	647387536772223136	卫存刻	男	108834	图喊路采掉社区95号	已婚	4032	因残	2016-10-26
229675	487584072401598225	倪阿离	女	566033	除伊路禁改社区9号		3657	自身发展动力不足	2018-02-13
189497	232818193963436276	卫安精		774831	怕勒路临细社区20号	未婚	4287	因学	2014-07-27
620640	634579426356200010	时办恐	女	543948	跑忍路项阳社区73号	离婚	4254	自身发展动力不足	2014-04-24
718261	653293400175921096	章内护	男	264821	仅狗路亡买社区14号		3729	缺资金	2015-06-03
485410	367813396651656152	谢朋亲	男	664890	算休路鸟亮社区29号	未婚	2781	交通条件落后	2019-12-20
809647	297664299004385225	于视肉		264129	般桌路付永社区38号	未婚	2452	缺劳动力	2015-07-09
721321	224041220446578889	戴统对		738624	味娜路恐志社区39号	离婚	2148	交通条件落后	2018-09-11
834066	177566005127772590	钱坚她		547611	千恶路词志社区34号	已婚	2124	交通条件落后	2015-02-15
762570	571146013870404977	傅十继		763940	致杂路忆基社区71号	已婚	3233	自身发展动力不足	2018-11-29
853645	171993395124597623	殷靠李	女	703528	印归路毕买社区28号		4165	缺技术	2018-02-06
256535	492681646462085355	任怪节	女	418704	单词路耳印社区80号	丧偶	3642	自身发展动力不足	2015-06-11
189314	336832625824020715	常伊止	女	534852	细忍路呀默社区29号	未婚	3409	缺技术	2016-12-07
956295	626165652044731605	滕牙革	女	405181	默坦路窗务社区29号	未婚	2268	缺土地	2016-02-25
418347	160625071236057852	薛须属		751042	社批路换八社区91号	丧偶	3855	缺水	2015-12-23
730588	458861865919781547	祝干强		438482	联懂路敢掉社区36号		4044	缺土地	2019-01-12
771430	800850267347888620	陈争活	女	671762	务降路临广社区32号	已婚	3801	因病	2017-08-09
371653	461480695938170461	董身诉		335392	习枪路油基社区62号	已婚	2783	缺技术	2017-07-16
969267	771955911230643200	禹标腿	女	820447	调救路营微社区92号	已婚	4082	因病	2017-05-19
628361	242108488579428066	邵相血		457122	土玛路遍毛社区7号	离婚	3441	缺劳动力	2016-03-08
526082	249103803350562686	魏饭退	男	622917	座败路环座社区82号		2398	缺技术	2016-03-24
876113	710951479677322480	黄叶束		484055	校束路划静社区33号	已婚	2531	缺水	2015-04-15
632703	256283472863952035	齐乡同	女	467709	共松路营改社区20号	未婚	2849	自身发展动力不足	2017-05-31
878649	392263085246013594	卜掉慢		469710	灵财路江歌社区55号	未婚	2952	缺技术	2015-04-09
931833	125382757008055442	禹没夫	女	535365	破妹路退停社区58号		3806	缺水	2017-08-24
730232	528996515714898878	唐适数	女	452909	赛状路娜印社区7号	离婚	3305	缺技术	2017-01-11
813615	698366857851249122	韩争既		440327	怕换路批改社区98号	未婚	4348	自身发展动力不足	2018-12-15
185004	328828001744086333	贝德乎	女	575288	诗娜路雷确社区1号	未婚	3527	缺技术	2015-05-06
314532	127704210781554062	柳换号		623849	社营路松号社区67号	未婚	2571	因灾	2017-01-23
773854	433375312004107297	谈断出		323790	确迷路罪脑社区60号	未婚	3437	因学	2014-03-12
180093	750969757726859905	马招必	男	304331	掉悲路凡须社区60号	已婚	2684	缺资金	2017-02-11
717775	273615183569243856	祁帮营		110754	味杰路恶灵社区20号	离婚	2803	因残	2014-12-05
529536	365306191419569428	喻局失		766896	纪财路坦密社区44号	丧偶	3529	缺土地	2018-05-11
635201	137539551062297297	常边修		709900	静村路伙默社区8号	丧偶	2016	自身发展动力不足	2018-09-02
682973	163284316402156413	袁块黑		160717	幸势路伴蜖社区42号	已婚	4133	自身发展动力不足	2016-02-19
860766	361056779109423338	鲁店介		430247	费毫路增毛社区7号		4075	缺劳动力	2019-11-24
403746	339586831638343452	卞负怎	女	335656	沉修路项突社区86号		4374	交通条件落后	2018-01-03
809862	698910052621274141	滕星健		643131	官九路探血社区80号	丧偶	2157	交通条件落后	2016-06-21
877622	708191022754127869	乐息计	男	229082	举顶路项义社区95号	已婚	2984	因学	2015-07-09
515991	241148762134888137	安息些		224121	义松路顶究社区38号	丧偶	3192	缺资金	2015-07-15
501352	184581111956484175	范顿胡		387445	皮退路亡众社区7号	已婚	3804	交通条件落后	2015-04-12
269398	125195707375232601	史份口		200412	歌降路划印社区88号		3498	缺水	2014-04-27
258011	585863540105409812	褚纪讲		163518	际冰路凡倒社区70号	已婚	4168	自身发展动力不足	2015-02-19
485506	155615429753493891	戚塞灵	男	630603	错席路雷念社区22号	离婚	2809	因灾	2017-08-29
831163	179095567927323340	唐党贝	男	211952	息桌路娜穿社区81号		3473	缺技术	2017-11-27
958635	659638331611798532	孙该非	女	687224	八采路弹价社区91号	离婚	3372	因灾	2018-07-28
402069	214063752508122752	毛七礼	男	132787	虽项路探娘社区49号		3157	因灾	2017-01-10
399672	162133917973142109	康平与	女	396365	确负路弹钟社区60号	丧偶	2790	因灾	2016-11-14
166100	315267128703266278	马书使		344260	京迹路景商社区3号		2666	自身发展动力不足	2017-08-24
991645	793907003951645475	祁升外	女	313356	史财路弹钟社区52号	未婚	2502	缺劳动力	2015-02-20
145038	275035365549024169	傅退命	女	555501	蜖旧路负仍社区12号	离婚	2387	缺劳动力	2014-04-28
227485	523797417542471641	孔拥烈		816248	块松路熟赛社区67号	离婚	2871	因病	2018-10-04
735054	585688084386160484	项设命	女	608562	土压路洛血社区6号	离婚	3855	缺技术	2018-04-30
785983	524761469259331787	尤正劳		159909	跑菜路冰持社区82号	离婚	3369	因残	2018-10-19
377448	290487519622306645	卜头便		469780	仍桌路恩调社区55号	已婚	4437	缺资金	2015-01-12
306545	746019083220345368	金排角	男	610228	功环路毫议社区96号	已婚	3834	因学	2014-01-31
291852	669859592734898321	康棋合		107484	千靠路弹纳社区54号	未婚	2009	缺技术	2015-12-20
530272	222107511961809748	平露同	女	114374	礼超路乡引社区77号		2029	缺劳动力	2014-01-11
443933	349502042374083840	堪轻门		788960	持供路萨据社区46号	未婚	3987	因灾	2017-05-13
467831	188713815337126117	曹断文	女	717045	显增路拥沉社区8号	已婚	4191	交通条件落后	2016-05-26
130471	616410934996776187	施所之	男	439674	校规路勒破社区54号	丧偶	3222	因残	2019-05-28
606946	408303834866136126	伏说馆		355535	消博路童虽社区93号	丧偶	3102	自身发展动力不足	2018-08-26
646270	731486559615160661	姜营灵	女	218975	静挥路守钟社区81号	丧偶	2670	因残	2017-11-07
149362	816820888480124867	计列坦		659539	图欧路困共社区41号	离婚	3888	因学	2016-11-08
968917	661217058769455952	时中增		728265	注府路景密社区27号	丧偶	2779	因残	2019-10-28
583658	616722964897064019	朱银社		525676	参迷路珍破社区71号	丧偶	3719	缺劳动力	2017-05-24
203580	353543429203018856	尤汉言		271097	某差路秋改社区30号	已婚	4336	因病	2014-07-17
770694	371363857354574512	皮死士	男	127354	味藏路戴黄社区83号		3385	交通条件落后	2017-01-19
765097	646239210946590193	柳笔还		194789	除弹路退歌社区79号	离婚	2659	缺劳动力	2019-04-30
868241	791698274407641904	卫渐休		427249	仍罪路亡史社区6号	离婚	3934	交通条件落后	2017-12-15
200543	608633499944182289	李适油		453963	史戴路优引社区70号	离婚	4235	缺劳动力	2014-02-18
429139	524426483243326017	水居暗		746484	专救路听志社区46号	未婚	2771	缺劳动力	2017-08-27
848561	557064578006535525	臧放假	女	307645	单败路迹掉社区74号	未婚	3731	缺土地	2019-11-21
352480	818121997307887435	卜职艺		618639	调伴路预独社区12号	已婚	3366	缺土地	2015-09-11
117088	209530378393078667	钱今流		383131	务凡路守习社区80号		3198	因学	2015-07-10
926176	624983239378508269	雷窗中	男	139631	议牌路琴广社区44号	未婚	3221	自身发展动力不足	2014-01-05
995332	675949984035067919	俞待尼	男	765273	礼罪路雷响社区85号	已婚	4469	自身发展动力不足	2017-01-27
193335	740496964383228524	史须银	男	827765	梦困路欧须社区89号	已婚	4114	自身发展动力不足	2017-01-10
567940	632627202712588015	禹等忍	男	656327	印暗路盖考社区73号	离婚	3970	因灾	2014-02-11
393211	132380858242887061	葛低禁		428558	程珍路喊基社区56号	未婚	2920	交通条件落后	2018-07-11
368195	277074193268366696	冯停期	女	648015	错架路藏怕社区86号	丧偶	2111	缺资金	2017-03-30
199579	622552696539336897	苗森纳		543211	阿珍路夏甚社区48号	离婚	2561	缺技术	2014-07-12
347383	810615523416304231	喻如任	男	124045	专投路摇试社区89号	离婚	3912	自身发展动力不足	2018-03-10
415815	545450983540614221	潘朝应		222031	存戏路冰竟社区96号	丧偶	2007	因学	2016-09-03
747694	817818232272908969	华坐端		566265	备鞋路玛印社区35号		4152	因残	2019-11-10
539702	478919624672427510	伏带	男	671334	调戏路景易社区1号	离婚	2956	缺土地	2015-04-10
526535	197889624588352389	祁初差	女	387701	基听路呀血社区64号		4243	缺土地	2015-01-17
250662	524046798610605929	史律千		694507	际懂路牌八社区73号		2039	缺技术	2019-04-21
873534	352949458308910055	凤住士		602071	甚毫路九礼社区56号		2521	缺土地	2018-02-28
621459	804671902005957315	柳该痛		696987	穿差路恋确社区87号	已婚	4379	因灾	2014-12-09
473779	813651215066089615	贝何看		666737	纳卫路弹调社区55号	丧偶	2757	缺技术	2017-07-25
608046	262756092109914286	姚况考		824916	块奖路顺调社区37号	离婚	4040	因灾	2016-09-30
485512	597543961597902404	曹满法	男	501684	易良路恋待社区9号	离婚	3539	自身发展动力不足	2019-01-28
729803	574449936407068360	邵下看		687619	幸技路菜消社区19号	丧偶	4081	自身发展动力不足	2016-02-29
659374	528709981014264618	姜令王		830615	初云路临究社区25号	已婚	4411	缺技术	2016-04-20
883264	699803894430077869	成象切	男	236077	验席路超独社区52号	丧偶	2298	因灾	2017-09-29
955484	411554327318870002	滕导连		131974	广博路缺跑社区72号	丧偶	2044	因病	2014-06-07
637675	459787591735701177	史快恶	女	467379	京差路云存社区32号	离婚	4034	因残	2016-06-16
393276	116464410053063543	马莫于	女	702372	李副路九存社区46号	离婚	4150	缺土地	2019-10-17
504014	513910717573296115	陈高摇		741242	参临路派待社区15号	已婚	3270	交通条件落后	2016-10-17
394284	389493447034372886	酆月怪	男	810954	际毫路伴笔社区99号	未婚	2020	因残	2015-05-31
718969	213832648695516472	伏解全	女	775867	密副路妹蜖社区62号	已婚	3646	因残	2015-07-05
363288	156020406993355389	郎吉技	男	585795	联恋路桌须社区59号	未婚	2824	缺劳动力	2014-03-06
782586	701561106887339041	陈曲泪	男	685889	线临路财响社区74号	已婚	2754	缺资金	2014-09-29
246657	189136164419032438	伍较姐	女	204286	谁戏路鲜歌社区79号		4225	自身发展动力不足	2019-01-24
640228	634345696517373038	喻米艺		164507	费娜路休破社区7号	丧偶	2368	因学	2015-03-01
312622	654221312545639929	安段念		613269	究娜路卫义社区97号	已婚	3779	缺劳动力	2019-03-04
853347	254592435129098969	米首奇	女	762130	联降路祖八社区23号	未婚	4157	因残	2015-02-24
978655	816140407658251484	伏以脚		130238	皮景路挥梦社区9号	未婚	2271	缺技术	2014-05-28
645254	356297874781835778	郝花专		274401	息增路罪酒社区26号	丧偶	2439	缺水	2014-04-30
755652	680339065127886357	梁乾暗	女	490478	阳缺路归笔社区72号	未婚	2293	缺土地	2018-11-14
662451	272259785382002065	李章店		683172	穿恩路供居社区32号	离婚	3697	因灾	2015-09-01
177969	539404237273672000	卜细划		784924	血暗路退卡社区78号	离婚	3343	因学	2014-12-02
690806	736364493380160230	乐艺因		654144	习熟路敢跑社区83号	丧偶	3444	自身发展动力不足	2015-04-20
299839	702060978908772211	姜曾夏		620783	仍盖路敢怀社区85号	离婚	3783	缺资金	2017-10-20
196029	685538544433122381	姚胜丽		602374	究祖路毕娘社区15号	已婚	4370	因学	2016-04-26
832955	184294546251520226	萧喝同	男	273585	底洗路顺号社区6号	已婚	4052	缺劳动力	2015-05-19
259874	583933668662069975	纪题出	男	337249	礼妹路规土社区74号		4077	自身发展动力不足	2019-07-29
243255	536257444762357747	柳笔经	男	541279	土凡路牌联社区51号	已婚	3542	缺土地	2019-12-12
663871	717160586631056664	穆觉费		179880	准付路休梦社区47号	已婚	2622	因病	2018-12-15
678697	738842090706757394	李哥规	男	464135	史摇路桌掉社区75号	未婚	3662	缺水	2015-03-30
800650	784581485133223140	舒戏都		505370	义采路降默社区12号	未婚	3422	因病	2016-10-17
655521	414927092825144739	堪境希		594236	线伙路餐礼社区20号	已婚	2486	因学	2016-08-09
189419	800978592933796892	乐喜备		739029	脑良路藏味社区19号	未婚	3778	缺水	2015-03-31
112734	698388952687718646	祁书护	男	164159	细换路欧试社区12号	已婚	3449	因灾	2016-10-31
814349	297903001356874937	任兰能	男	492528	假营路铁哪社区55号	已婚	4329	缺劳动力	2016-02-09
637302	666139460269829399	柏恐伤	男	116904	初玛路宣般社区1号	已婚	4304	因病	2014-11-06
674294	321405158161178537	邬醒佛	男	375884	确划路桌息社区20号	已婚	3928	因学	2014-07-30
747310	411868560716995719	伏穿暗		846869	卡康路财室社区58号	已婚	2130	因病	2019-05-17
460377	760220679201146093	魏温尽		806814	座席路洛纸社区6号	丧偶	4484	因残	2015-08-28
776059	464165928637461885	汤技特	女	193259	功批路投脚社区9号	丧偶	3891	因灾	2019-10-17
506320	794820261670904887	卞曲帮		541246	钟药路村毛社区41号	未婚	4120	缺技术	2019-12-05
833447	279539705867426534	章革科		503633	妇摇路超千社区53号	已婚	2812	因病	2019-03-30
391670	627239374571859882	酆吗祖	男	845406	八藏路醒某社区95号	未婚	4144	缺土地	2016-05-22
243018	300728437032526143	岑证恶	男	703414	亮琴路课改社区45号	离婚	2324	因学	2019-01-19
504581	778003030456686339	葛结习	男	445754	仅优路临李社区61号		2067	缺劳动力	2019-09-02
966119	494323580073024600	纪呼往	男	732675	破伴路铁众社区61号	已婚	2688	因病	2016-07-18
849089	345798981477113039	祝通课		475059	味委路萨掉社区90号	丧偶	2489	自身发展动力不足	2015-12-31
652889	395406923448070391	马勒题	女	667859	某遍路银虽社区94号	已婚	2492	缺劳动力	2018-10-25
857641	562219001706386992	邬帮印	女	821857	京套路挥复社区22号	已婚	3459	缺劳动力	2019-06-19
251336	641565452612551865	孙奇母	男	788123	致既路醒致社区71号	未婚	3667	自身发展动力不足	2015-12-17
553683	421007784848250493	窦正忍	女	613811	究武路桌议社区76号		4265	自身发展动力不足	2014-11-22
847442	223917987838745717	潘值戴		735120	座采路环倒社区17号		3351	交通条件落后	2014-03-31
151575	516933968207797083	秦十客		811711	脚狗路听列社区68号	已婚	2568	自身发展动力不足	2016-10-10
174517	747887194389005371	毛围科		722681	座乡路困义社区8号	未婚	4209	缺技术	2017-12-21
297732	440309189747513373	舒脚遗	男	364150	千祖路降苏社区59号		3552	因灾	2016-08-16
620177	228202488207227914	沈堂须		697678	密判路萨纸社区75号	未婚	2792	缺技术	2015-03-03
422948	811602877388400609	任际像		771267	李革路良温社区5号	已婚	2816	自身发展动力不足	2015-05-09
584764	155979794804330044	何风究	女	439639	微宣路听参社区54号	丧偶	2896	因病	2018-11-27
319467	121672313869574796	鲁优计	女	666344	费呀路云竟社区65号	丧偶	2172	因学	2019-03-20
386555	735186379486218338	鲍局否		638148	破顶路革阿社区46号	未婚	4186	缺技术	2019-12-14
729997	133344588712683224	鲍乡背		447067	复塞路顶倒社区38号	丧偶	4448	因残	2015-10-30
865851	226759354867389143	米急警	女	148835	备禁路熟永社区31号	未婚	2024	交通条件落后	2018-06-10
132622	263040280371782152	曹识恐		847669	黄善路鞋号社区4号	离婚	4347	缺技术	2015-07-25
124208	283907103140370352	吕示排	女	536842	虽浪路挥破社区77号	未婚	3233	缺土地	2014-11-08
462602	776615025291927012	陈流园	女	439309	致喊路困广社区77号		2473	缺水	2018-11-19
931210	132315578492997040	彭旁红		585178	礼戴路欧错社区41号	已婚	3137	缺技术	2016-10-25
612959	339939926728365843	柏道汉	男	624199	验坦路铁基社区27号	离婚	2615	自身发展动力不足	2014-06-09
800371	611780263143704481	薛治者	女	794532	线超路醒价社区33号	丧偶	2578	自身发展动力不足	2019-12-25
532874	303210916111901981	施无翻		806059	块毫路药基社区30号	离婚	4411	自身发展动力不足	2018-07-01
892517	519700182234170585	彭走普		497859	功岛路戏纪社区20号	离婚	4250	缺土地	2014-03-02
896983	197843938119514134	傅界琴		781519	块景路珍存社区58号	未婚	2172	因灾	2016-11-05
493983	491465498969160431	傅目睛		584244	纳禁路短养社区83号	未婚	3305	因病	2016-02-20
450536	245157645021964307	凤伴边	男	291072	习杰路恶专社区16号	已婚	4384	因灾	2018-10-18
842450	349683739911766315	邬点居		712414	印革路府专社区12号	未婚	3534	缺资金	2017-12-28
404723	335249488331886750	岑初听	男	650202	注童路敢响社区89号		2657	因病	2019-11-23
375345	777612576710620673	魏烈同	男	848033	志餐路戏千社区37号	已婚	4296	缺劳动力	2019-01-19
235486	567467836912496119	明妻江		204703	土恩路散据社区94号	未婚	2111	缺技术	2018-09-18
184826	337792143971689146	鲍鲜追		654852	料乡路乡持社区74号		4338	交通条件落后	2014-10-16
355250	716764579103480977	褚果正		551592	京窗路授显社区72号	已婚	4272	缺劳动力	2014-07-06
627166	802490797687099234	鲁要系	女	804611	香塞路层味社区36号	已婚	2338	因病	2016-01-21
495545	782031357534259656	花慢低	男	265234	卡担路九假社区9号	已婚	2029	因灾	2014-04-15
468418	189198411027618555	贺文点	男	441872	纳供路派响社区60号	未婚	2269	因学	2016-06-27
